Rk,Player,Age,Tm,Pos,GP,G,A,PTS,GC,plusMinus,PIM,EV,PP,SH,GW,S,S%,TOI,ATOI
486,Michael Del Zotto,20,NYR,D,47,2,9,11,4,-5,20,0,2,0,0,58,3.4,916,19:29
487,Kris Draper,39,DET,C,47,6,5,11,5,1,12,6,0,0,1,57,10.5,491,10:27
488,Oliver Ekman-Larsson,19,PHX,D,48,1,10,11,3,3,24,1,0,0,0,50,2,722,15:02
489,John Erskine,30,WSH,D,73,4,7,11,4,1,94,4,0,0,1,58,6.9,1083,14:50
490,Matt Gilroy,26,NYR,D,58,3,8,11,4,5,14,3,0,0,1,75,4,822,14:11
491,Matt Greene,27,LAK,D,71,2,9,11,3,3,70,2,0,0,1,50,4,1205,16:59
492,Scott Hannan,32,TOT,D,78,1,10,11,3,4,34,1,0,0,0,56,1.8,1543,19:47
493,Rostislav Klesla,28,TOT,D,61,4,7,11,4,4,38,4,0,0,0,67,6,1164,19:04
494,Luca Sbisa,21,ANA,D,68,2,9,11,3,-11,43,1,1,0,0,76,2.6,1142,16:48
495,Yannick Weber,22,MTL,D,41,1,10,11,3,0,14,1,0,0,0,63,1.6,679,16:34
496,Kyle Wilson,26,CBJ,C,32,4,7,11,4,-3,12,4,0,0,0,38,10.5,340,10:38
497,Jeff Woywitka,27,DAL,D,63,2,9,11,4,5,24,1,1,0,0,72,2.8,1131,17:57
498,Matt Beleskey,22,ANA,LW,35,3,7,10,3,-10,36,3,0,0,0,58,5.2,454,12:59
499,Francis Bouillon,35,NSH,D,44,1,9,10,3,-3,27,1,0,0,0,47,2.1,890,20:14
500,Eric Boulton,34,ATL,LW,69,6,4,10,4,1,87,6,0,0,1,51,11.8,618,8:57
501,Deryk Engelland,28,PIT,D,63,3,7,10,4,-5,123,3,0,0,0,49,6.1,840,13:20
502,Tanner Glass,27,VAN,LW,73,3,7,10,3,-5,72,3,0,0,1,45,6.7,652,8:56
503,Nicklas Grossmann,26,DAL,D,59,1,9,10,3,7,35,1,0,0,0,38,2.6,1074,18:12
504,Jay Harrison,28,CAR,D,72,3,7,10,4,5,72,3,0,0,0,49,6.1,1100,15:16
505,Niklas Hjalmarsson,23,CHI,D,80,3,7,10,3,13,39,3,0,0,0,64,4.7,1478,18:29
506,Kent Huskins,31,SJS,D,50,2,8,10,3,8,12,2,0,0,0,38,5.3,831,16:37
507,Jacob Josefson,19,NJD,C,28,3,7,10,4,5,6,3,0,0,1,31,9.7,371,13:14
508,Steven Kampfer,22,BOS,D,38,5,5,10,4,9,12,5,0,0,1,57,8.8,674,17:44
509,Mike Komisarek,29,TOR,D,75,1,9,10,3,-8,86,1,0,0,0,48,2.1,1022,13:38
510,Greg Mauldin,28,COL,C,29,5,5,10,4,5,8,3,0,2,1,46,10.9,306,10:33
511,Willie Mitchell,33,LAK,D,57,5,5,10,4,4,21,4,0,1,1,59,8.5,1243,21:49
512,Fredrik Modin,36,TOT,LW,40,7,3,10,5,-14,14,6,0,1,0,54,13,464,11:36
513,Matt Niskanen,24,TOT,D,63,1,9,10,3,-3,50,1,0,0,0,77,1.3,1041,16:32
514,Ryan O'Byrne,26,TOT,D,67,0,10,10,3,-7,75,0,0,0,0,45,0,1351,20:09
515,Rod Pelley,26,NJD,C,74,3,7,10,4,-9,27,2,1,0,0,88,3.4,874,11:48
516,Liam Reddox,25,EDM,LW,44,1,9,10,3,-8,20,1,0,0,0,85,1.2,660,0.625
517,Steve Reinprecht,34,FLA,C,29,4,6,10,4,-2,6,3,1,0,1,31,12.9,341,11:46
518,Ruslan Salei,36,DET,D,75,2,8,10,3,0,48,2,0,0,0,75,2.7,1347,17:58
519,Marc Savard,33,BOS,C,25,2,8,10,3,-7,29,2,0,0,1,50,4,395,15:48
520,Jeff Schultz,24,WSH,D,72,1,9,10,3,6,12,1,0,0,1,34,2.9,1424,19:47
521,Brandon Segal,27,DAL,RW,46,5,5,10,4,0,41,5,0,0,1,40,12.5,381,8:17
522,Ladislav Smid,24,EDM,D,78,0,10,10,3,-10,85,0,0,0,0,48,0,1582,20:17
523,Steve Staios,37,CGY,D,39,3,7,10,3,6,24,2,0,1,0,23,13,574,14:43
524,Gilbert Brule,24,EDM,C,41,7,2,9,4,-7,41,6,1,0,1,72,9.7,565,13:48
525,Chris Butler,24,BUF,D,49,2,7,9,3,8,26,2,0,0,0,52,3.8,890,18:10
526,Ryan Carter,27,TOT,C,62,3,6,9,3,-1,66,3,0,0,0,63,4.8,621,10:01
527,Benn Ferriero,23,SJS,C,33,5,4,9,4,8,9,4,1,0,1,56,8.9,432,13:05
528,Hal Gill,35,MTL,D,75,2,7,9,3,-9,43,2,0,0,1,62,3.2,1486,19:49
529,Boyd Gordon,27,WSH,RW,60,3,6,9,3,-5,16,2,0,1,1,77,3.9,783,13:03
530,Jesse Joensuu,23,NYI,RW,42,6,3,9,4,-6,33,6,0,0,2,41,14.6,486,11:35
531,Derek Joslin,23,TOT,D,34,2,7,9,3,5,10,1,1,0,1,34,5.9,519,15:16
532,Patrick Kaleta,24,BUF,RW,51,4,5,9,3,-4,78,3,0,1,0,65,6.2,520,10:11
533,Zenon Konopka,30,NYI,C,82,2,7,9,3,-14,307,2,0,0,0,56,3.6,836,10:11
534,Ryan McDonagh,21,NYR,D,40,1,8,9,3,16,14,1,0,0,1,27,3.7,750,18:44
535,Nikita Nikitin,24,STL,D,41,1,8,9,3,1,10,1,0,0,0,46,2.2,672,16:24
536,Shane O'Brien,27,NSH,D,80,2,7,9,3,1,83,2,0,0,0,50,4,1369,17:07
537,Mark Olver,23,COL,C,18,2,7,9,3,-2,18,2,0,0,0,25,8,214,11:53
538,Chris Phillips,32,OTT,D,82,1,8,9,3,-35,32,1,0,0,0,81,1.2,1765,21:31
539,Zack Smith,22,OTT,C,55,4,5,9,4,-11,120,4,0,0,0,78,5.1,693,12:36
540,Brad Staubitz,26,MIN,RW,71,4,5,9,3,-5,173,4,0,0,1,29,13.8,463,6:31
541,Clayton Stoner,25,MIN,D,57,2,7,9,3,5,96,2,0,0,1,40,5,961,16:52
542,Tom Wandell,24,DAL,C,75,7,2,9,4,-5,14,7,0,0,1,94,7.4,882,11:45
543,Doug Weight,40,NYI,C,18,2,7,9,3,-3,10,1,1,0,0,26,7.7,315,17:32
544,Marc-Andre Bergeron,30,TBL,D,23,2,6,8,3,-10,8,2,0,0,1,37,5.4,329,14:19
545,Jonathon Blum,22,NSH,D,23,3,5,8,3,8,8,2,1,0,1,18,16.7,408,17:45
546,Nick Boynton,32,TOT,D,51,1,7,8,2,-1,40,1,0,0,0,43,2.3,747,14:39
547,Mike Brown,25,TOR,RW,50,3,5,8,3,1,69,2,1,0,0,59,5.1,505,10:06
548,Jassen Cullimore,38,CHI,D,36,0,8,8,2,4,8,0,0,0,0,22,0,455,12:38
549,Kyle Cumiskey,24,COL,D,18,1,7,8,2,-3,10,1,0,0,0,21,4.8,354,19:40
550,Adam Foote,39,COL,D,47,0,8,8,2,-9,33,0,0,0,0,23,0,842,17:56
551,Blake Geoffrion,22,NSH,LW,20,6,2,8,4,3,7,6,0,0,1,24,25,165,8:16
552,Mark Mancari,25,BUF,RW,20,1,7,8,2,-1,12,0,1,0,0,43,2.3,246,12:19
553,Todd Marchant,37,ANA,C,79,1,7,8,2,-18,26,1,0,0,0,63,1.6,1050,13:17
554,Cody McLeod,26,COL,LW,71,5,3,8,4,-7,189,3,2,0,0,73,6.8,694,9:47
555,Andrew Murray,29,CBJ,C,29,4,4,8,3,2,4,4,0,0,1,48,8.3,330,11:23
556,Patrick O'Sullivan,25,TOT,C,31,2,6,8,3,-2,4,2,0,0,0,50,4,378,12:11
557,Alexandre Picard,25,MTL,D,43,3,5,8,3,0,17,1,2,0,1,49,6.1,706,16:26
558,Michal Repik,22,FLA,RW,31,2,6,8,3,-6,22,2,0,0,0,54,3.7,396,12:47
559,Mattias Ritola,23,TBL,C,31,4,4,8,3,-5,11,4,0,0,2,42,9.5,312,10:04
560,Karlis Skrastins,36,DAL,D,74,3,5,8,3,-1,38,3,0,0,1,30,10,1328,17:57
561,Marek Svatos,28,TOT,RW,28,4,4,8,3,0,10,4,0,0,0,50,8,328,11:43
562,Anton Volchenkov,28,NJD,D,57,0,8,8,2,3,36,0,0,0,0,65,0,1032,18:06
563,Niclas Wallin,35,SJS,D,74,3,5,8,3,0,46,3,0,0,0,86,3.5,1172,15:50
564,Andrew Alberts,29,VAN,D,42,1,6,7,2,0,41,1,0,0,0,21,4.8,637,15:10
565,Keith Ballard,28,VAN,D,65,2,5,7,2,10,53,2,0,0,0,53,3.8,1034,15:54
566,Zach Boychuk,21,CAR,C,23,4,3,7,3,-2,4,3,1,0,1,44,9.1,247,10:43
567,Matt Carkner,30,OTT,D,50,1,6,7,2,0,136,1,0,0,0,40,2.5,744,14:53
568,Jordan Caron,20,BOS,RW,23,3,4,7,3,3,6,3,0,0,1,27,11.1,291,12:40
569,Adam Cracknell,25,STL,RW,24,3,4,7,3,1,8,3,0,0,0,26,11.5,214,8:55
570,Nikita Filatov,20,CBJ,LW,23,0,7,7,2,3,8,0,0,0,0,31,0,283,12:19
571,Josh Gorges,26,MTL,D,36,1,6,7,2,-3,18,0,1,0,1,20,5,762,21:10
572,Nick Leddy,19,CHI,D,46,4,3,7,3,-3,4,4,0,0,0,37,10.8,658,14:19
573,Andreas Lilja,35,ANA,D,52,1,6,7,2,-15,28,1,0,0,0,31,3.2,907,17:26
574,Andrei Loktionov,20,LAK,C,19,4,3,7,3,2,2,4,0,0,2,26,15.4,280,14:46
575,Scott Nichol,36,SJS,C,56,4,3,7,3,-3,50,4,0,0,0,61,6.6,546,9:45
576,Adam Pardy,26,CGY,D,30,1,6,7,2,3,24,1,0,0,0,36,2.8,441,14:41
577,David Perron,22,STL,LW,10,5,2,7,3,7,12,5,0,0,0,29,17.2,184,18:25
578,Chris Porter,26,STL,C,45,3,4,7,3,-4,16,3,0,0,1,55,5.5,467,10:23
579,Tom Poti,33,WSH,D,21,2,5,7,2,-4,8,2,0,0,0,20,10,386,18:22
580,Tom Pyatt,23,MTL,C,61,2,5,7,2,-1,9,2,0,0,0,65,3.1,649,10:38
581,Anssi Salmela,26,NJD,D,48,1,6,7,2,-11,14,1,0,0,1,57,1.8,835,17:24
582,Sami Salo,36,VAN,D,27,3,4,7,3,-3,14,2,1,0,0,39,7.7,549,20:21
583,Brent Sopel,34,TOT,D,71,2,5,7,2,6,16,2,0,0,0,44,4.5,1160,16:21
584,Tim Stapleton,28,ATL,C,45,5,2,7,3,-10,12,4,1,0,1,44,11.4,500,11:07
585,Bill Thomas,27,FLA,RW,24,4,3,7,3,1,6,4,0,0,2,33,12.1,204,8:30
586,Greg Zanon,30,MIN,D,82,0,7,7,2,-5,48,0,0,0,0,55,0,1767,21:33
587,Daniel Carcillo,26,PHI,LW,57,4,2,6,3,-14,127,4,0,0,2,56,7.1,443,7:46
588,Mike Commodore,31,CBJ,D,20,2,4,6,2,-8,44,2,0,0,2,32,6.3,371,18:34
589,Mike Comrie,30,PIT,C,21,1,5,6,2,-4,18,1,0,0,0,25,4,248,11:49
590,Matthew Corrente,22,NJD,D,22,0,6,6,2,-5,44,0,0,0,0,21,0,299,13:36
591,Steve Eminger,27,NYR,D,65,2,4,6,2,-5,22,2,0,0,1,23,8.7,1030,15:51
592,Bruno Gervais,26,NYI,D,53,0,6,6,2,-14,30,0,0,0,0,43,0,831,15:41
593,Jonas Holos,23,COL,D,39,0,6,6,2,-3,10,0,0,0,0,36,0,704,18:03
594,Ryan Johnson,34,CHI,C,34,1,5,6,2,-2,8,1,0,0,1,25,4,352,10:21
595,Ales Kotalik,32,CGY,RW,26,4,2,6,3,-7,8,3,1,0,2,62,6.5,322,12:22
596,Guillaume Latendresse,23,MIN,RW,11,3,3,6,2,2,8,2,1,0,1,18,16.7,140,12:43
597,Paul Mara,31,TOT,D,53,1,5,6,2,1,88,1,0,0,1,50,2,969,18:17
598,Jamie McGinn,22,SJS,LW,49,1,5,6,2,-6,33,1,0,0,0,63,1.6,568,11:35
599,Ethan Moreau,35,CBJ,LW,37,1,5,6,2,-9,24,1,0,0,1,56,1.8,462,12:29
600,Zach Parise,26,NJD,C,13,3,3,6,2,-1,6,3,0,0,1,49,6.1,258,19:51
601,Toby Petersen,32,DAL,C,60,2,4,6,2,-7,8,0,0,2,0,58,3.4,602,10:02
602,Dylan Reese,26,NYI,D,27,0,6,6,2,-12,15,0,0,0,0,23,0,400,14:49
603,Tyler Sloan,29,WSH,D,33,1,5,6,2,-6,14,1,0,0,0,12,8.3,413,12:30
604,Mark Stuart,26,TOT,D,54,2,4,6,2,0,47,2,0,0,1,41,4.9,845,15:39
605,Colin White,33,NJD,D,69,0,6,6,2,-2,48,0,0,0,0,50,0,1301,18:51
606,Cam Barker,24,MIN,D,52,1,4,5,2,-10,34,1,0,0,1,44,2.3,853,16:24
607,Davis Drewiske,26,LAK,D,38,0,5,5,1,-1,19,0,0,0,0,27,0,545,14:21
608,Chris Drury,34,NYR,C,24,1,4,5,2,2,8,1,0,0,0,26,3.8,288,12:01
609,Andrew Ebbett,28,PHX,C,33,2,3,5,2,-1,4,1,0,1,1,23,8.7,331,10:01
610,Mark Fistric,24,DAL,D,57,2,3,5,2,-10,44,2,0,0,1,26,7.7,820,14:23
611,Colin Fraser,26,EDM,C,67,3,2,5,2,-2,60,2,0,1,0,57,5.3,688,10:17
612,David Hale,29,OTT,D,25,1,4,5,2,7,6,1,0,0,1,20,5,408,16:19
613,Teemu Hartikainen,20,EDM,LW,12,3,2,5,2,-3,4,2,1,0,0,21,14.3,209,17:25
614,Darcy Hordichuk,30,FLA,LW,64,1,4,5,2,-1,76,1,0,0,0,32,3.1,324,5:04
615,Jean-Francois Jacques,25,EDM,LW,51,4,1,5,2,-6,63,4,0,0,0,28,14.3,361,7:04
616,Shaone Morrisonn,28,BUF,D,62,1,4,5,2,-2,32,1,0,0,1,44,2.3,1003,16:10
617,Ryan O'Marra,23,EDM,C,21,1,4,5,2,-2,13,1,0,0,0,13,7.7,231,11:01
618,Mattias Ohlund,34,TBL,D,72,0,5,5,1,-7,70,0,0,0,0,39,0,1348,18:43
619,Jeff Petry,23,EDM,C,35,1,4,5,2,-12,10,1,0,0,0,41,2.4,713,20:22
620,Aaron Rome,27,VAN,D,56,1,4,5,2,1,53,1,0,0,0,50,2,975,17:25
621,Fredrik Sjostrom,27,TOR,RW,66,2,3,5,2,-5,14,2,0,0,0,62,3.2,740,11:13
622,Brett Sterling,26,PIT,LW,7,3,2,5,2,1,16,2,1,0,0,14,21.4,106,15:07
623,Alexander Sulzer,26,TOT,D,40,1,4,5,2,-8,14,1,0,0,0,37,2.7,702,17:33
624,Matt Taormina,24,NJD,D,17,3,2,5,2,-2,2,2,1,0,0,38,7.9,351,20:40
625,Alexander Vasyunov,22,NJD,LW,18,1,4,5,2,0,0,1,0,0,0,18,5.6,207,11:29
626,Ryan White,22,MTL,RW,27,2,3,5,2,5,38,2,0,0,0,30,6.7,241,8:55
627,Jason Williams,30,DAL,C,27,2,3,5,2,-2,6,2,0,0,1,18,11.1,219,8:07
628,Clay Wilson,27,FLA,D,15,3,2,5,2,4,6,3,0,0,0,22,13.6,223,14:51
629,Ty Wishart,22,NYI,D,20,1,4,5,2,5,10,0,1,0,0,23,4.3,336,16:49
630,Luke Adam,20,BUF,LW,19,3,1,4,2,-6,12,3,0,0,1,31,9.7,213,11:13
631,Troy Bodie,26,TOT,RW,59,1,3,4,1,-7,61,1,0,0,0,44,2.3,403,6:50
632,Alexandre Bolduc,25,VAN,C,24,2,2,4,2,1,21,2,0,0,1,21,9.5,178,7:26
633,Taylor Chorney,23,EDM,D,12,1,3,4,1,-5,4,0,1,0,1,13,7.7,192,15:59
634,Ian Cole,21,STL,D,26,1,3,4,1,6,35,1,0,0,0,22,4.5,458,17:36
635,Zac Dalpe,21,CAR,C,15,3,1,4,2,0,0,3,0,0,1,16,18.8,119,7:56
636,Peter Harrold,27,LAK,D,19,1,3,4,1,3,4,1,0,0,0,12,8.3,233,12:15
637,Trent Hunter,30,NYI,RW,17,1,3,4,1,-3,23,1,0,0,0,30,3.3,215,12:40
638,Cam Janssen,26,STL,RW,54,1,3,4,1,-6,131,1,0,0,0,16,6.3,263,4:53
639,Jakub Kindl,23,DET,D,48,2,2,4,2,-6,36,2,0,0,0,62,3.2,653,13:37
640,Brett Lebda,29,TOR,D,41,1,3,4,1,-14,14,1,0,0,0,34,2.9,547,13:20
641,Adam Mair,31,NJD,C,65,1,3,4,1,-16,45,1,0,0,0,58,1.7,591,9:06
642,John McCarthy,24,SJS,LW,37,2,2,4,2,-8,8,2,0,0,0,41,4.9,323,8:45
643,Oscar Moller,22,LAK,C,13,1,3,4,1,-1,2,1,0,0,0,27,3.7,190,14:36
644,George Parros,31,ANA,RW,78,3,1,4,2,-4,171,3,0,0,1,33,9.1,500,6:25
645,Scott Parse,26,LAK,C,5,1,3,4,1,5,0,1,0,0,0,6,16.7,69,13:47
646,Ryan Reaves,24,STL,RW,28,2,2,4,2,-1,78,2,0,0,1,16,12.5,191,6:48
647,Craig Rivet,36,TOT,D,37,2,2,4,2,-12,35,2,0,0,0,33,6.1,543,14:41
648,Tom Sestito,23,CBJ,LW,9,2,2,4,2,-4,40,1,1,0,0,7,28.6,86,9:32
649,Jody Shelley,34,PHI,LW,58,2,2,4,2,0,127,2,0,0,0,31,6.5,359,6:11
650,Jon Sim,33,NYI,LW,34,1,3,4,1,-10,22,1,0,0,0,38,2.6,388,11:24
651,Ryan Stoa,23,COL,C,25,2,2,4,2,-4,20,2,0,0,1,45,4.4,334,13:21
652,Zack Stortini,25,EDM,RW,32,0,4,4,1,-2,76,0,0,0,0,16,0,227,7:06
653,Brian Sutherby,28,DAL,C,51,2,2,4,2,-10,58,2,0,0,0,32,6.3,378,7:25
654,Andy Sutton,35,ANA,D,39,0,4,4,1,1,87,0,0,0,0,31,0,575,14:45
655,Vladimir Zharkov,23,NJD,RW,38,2,2,4,2,3,2,2,0,0,0,40,5,431,11:20
656,Krys Barch,30,DAL,RW,44,2,1,3,1,-7,80,2,0,0,0,16,12.5,230,5:13
657,Jay Beagle,25,WSH,C,31,2,1,3,1,-2,8,2,0,0,2,27,7.4,326,10:30
658,Jeremy Colliton,26,NYI,C,15,2,1,3,1,-7,10,0,2,0,0,7,28.6,178,11:53
659,Andrew Desjardins,24,SJS,C,17,1,2,3,1,-1,4,1,0,0,0,12,8.3,121,7:08
660,Mark Eaton,33,NYI,D,34,0,3,3,1,-2,8,0,0,0,0,29,0,692,20:22
661,Justin Falk,22,MIN,D,22,0,3,3,1,-4,6,0,0,0,0,7,0,311,14:09
662,Eric Godard,30,PIT,RW,19,0,3,3,1,4,105,0,0,0,0,1,0,98,5:10
663,Marc-Andre Gragnani,23,BUF,LW,9,1,2,3,1,0,2,1,0,0,1,11,9.1,138,15:17
664,Micheal Haley,24,NYI,C,27,2,1,3,1,-4,85,2,0,0,0,13,15.4,217,8:02
665,Johan Harju,24,TBL,LW,10,1,2,3,1,-2,2,1,0,0,0,14,7.1,85,8:28
666,T.J. Hensick,25,STL,C,13,1,2,3,1,-5,2,1,0,0,0,12,8.3,118,9:05
667,Nick Johnson,25,PIT,RW,4,1,2,3,1,1,5,1,0,0,0,10,10,67,16:44
668,Blair Jones,24,TBL,C,18,1,2,3,1,-2,2,1,0,0,0,20,5,144,8:01
669,Brian Lee,23,OTT,D,50,0,3,3,1,-10,24,0,0,0,0,35,0,865,17:17
670,Brett Maclean,22,PHX,LW,13,2,1,3,1,0,2,1,1,0,2,16,12.5,114,8:46
671,Andrei Markov,32,MTL,D,7,1,2,3,1,2,4,1,0,0,1,20,5,160,22:55
672,Philip McRae,20,STL,C,15,1,2,3,1,-10,2,1,0,0,0,13,7.7,136,9:02
673,John Mitchell,26,TOR,C,23,2,1,3,1,-7,12,1,1,0,1,28,7.1,288,12:31
674,Jeremy Morin,19,CHI,LW,9,2,1,3,1,2,9,2,0,0,0,13,15.4,109,12:06
675,Mike Mottau,32,NYI,D,20,0,3,3,1,-12,8,0,0,0,0,21,0,407,20:20
676,Chris Mueller,24,NSH,C,15,0,3,3,1,0,2,0,0,0,0,7,0,130,8:38
677,Victor Oreskovich,24,VAN,D,16,0,3,3,1,1,8,0,0,0,0,19,0,126,7:54
678,Nathan Oystrick,28,STL,D,9,1,2,3,1,1,9,0,1,0,0,11,9.1,110,12:10
679,Jay Rosehill,25,TOR,D,26,1,2,3,1,-6,71,1,0,0,0,12,8.3,135,5:12
680,Eric Tangradi,21,PIT,LW,15,1,2,3,1,-4,10,1,0,0,0,18,5.6,168,11:12
681,David Van Der Gulik,27,COL,RW,6,1,2,3,1,4,2,1,0,0,0,12,8.3,41,6:45
682,Kevin Westgarth,26,LAK,RW,56,0,3,3,1,-6,105,0,0,0,0,20,0,304,5:26
683,Keith Aulie,21,TOR,D,40,2,0,2,1,-1,32,2,0,0,0,32,6.3,765,19:08
684,Derek Boogaard,28,NYR,LW,22,1,1,2,1,0,45,1,0,0,0,4,25,100,4:33
685,Paul Byron,21,BUF,C,8,1,1,2,1,0,2,1,0,0,0,5,20,88,10:57
686,Kyle Chipchura,24,ANA,C,40,0,2,2,1,1,32,0,0,0,0,23,0,320,0.333333333
687,Craig Conroy,39,CGY,C,18,2,0,2,1,-1,8,2,0,0,1,11,18.2,167,9:18
688,Patrice Cormier,20,ATL,C,21,1,1,2,1,-5,4,1,0,0,0,27,3.7,203,9:39
689,Mark Fraser,24,NJD,D,26,0,2,2,1,2,29,0,0,0,0,16,0,363,13:59
690,Aaron Gagnon,24,DAL,C,19,0,2,2,1,-3,0,0,0,0,0,9,0,153,8:04
691,Trevor Gillies,32,NYI,LW,39,2,0,2,1,-3,165,2,0,0,0,9,22.2,120,3:04
692,Alexandre Giroux,29,EDM,C,8,1,1,2,1,-2,2,1,0,0,0,13,7.7,118,14:46
693,Andrew Gordon,25,WSH,RW,9,1,1,2,1,-2,0,1,0,0,0,5,20,78,8:40
694,Cody Hodgson,20,VAN,C,8,1,1,2,1,1,0,1,0,0,0,9,11.1,62,7:45
695,D.J. King,27,WSH,LW,16,0,2,2,1,-3,30,0,0,0,0,6,0,91,5:41
696,Tomas Kubalik,20,CBJ,RW,4,0,2,2,1,-3,0,0,0,0,0,5,0,59,14:45
697,Philip Larsen,21,DAL,D,6,0,2,2,1,1,0,0,0,0,0,11,0,81,13:26
698,Jon Matsumoto,24,CAR,C,13,2,0,2,1,-4,4,2,0,0,0,11,18.2,92,7:04
699,Ben Maxwell,22,ATL,C,12,1,1,2,1,-7,9,1,0,0,0,13,7.7,144,0.5
700,Carson McMillan,22,MIN,RW,4,1,1,2,1,1,0,1,0,0,0,5,20,37,9:20
701,Freddy Meyer,30,ATL,D,15,1,1,2,1,-7,8,1,0,0,0,11,9.1,229,15:16
702,Stefan Meyer,25,CGY,LW,16,0,2,2,1,0,17,0,0,0,0,12,0,124,7:45
703,Brendan Mikkelson,23,TOT,D,24,0,2,2,1,-6,9,0,0,0,0,14,0,341,14:14
704,Nino Niederreiter,18,NYI,RW,9,1,1,2,1,-1,8,1,0,0,0,12,8.3,122,13:36
705,Colton Orr,28,TOR,RW,46,2,0,2,1,-1,128,2,0,0,1,14,14.3,233,5:04
706,Jerome Samson,23,CAR,RW,23,0,2,2,1,0,0,0,0,0,0,28,0,158,6:51
707,Marco Scandella,20,MIN,D,20,0,2,2,1,-9,2,0,0,0,0,13,0,299,14:58
708,Peter Schaefer,33,VAN,LW,16,1,1,2,1,-3,2,1,0,0,0,10,10,155,9:41
709,Brayden Schenn,19,LAK,C,8,0,2,2,1,-1,0,0,0,0,0,11,0,90,11:15
710,Tim Sestito,26,NJD,LW,36,0,2,2,1,-5,9,0,0,0,0,22,0,390,10:49
711,Jason Strudwick,35,EDM,D,43,0,2,2,1,-16,23,0,0,0,0,9,0,648,15:04
712,Lee Sweatt,25,VAN,D,3,1,1,2,1,4,2,1,0,0,1,4,25,40,13:23
713,Danny Syvret,25,TOT,D,10,1,1,2,1,-3,6,1,0,0,0,11,9.1,151,15:03
714,Chris Vande Velde,23,EDM,C,12,0,2,2,1,-6,12,0,0,0,0,16,0,207,17:17
715,Tomas Vincour,20,DAL,C,24,1,1,2,1,-5,4,1,0,0,0,26,3.8,226,9:26
716,Joe Vitale,25,PIT,C,9,1,1,2,1,-1,13,1,0,0,0,13,7.7,95,10:34
717,Aaron Volpatti,25,VAN,RW,15,1,1,2,1,-1,16,1,0,0,0,6,16.7,102,6:50
718,Casey Wellman,23,MIN,C,15,1,1,2,1,-1,4,1,0,0,1,20,5,160,10:39
719,Todd White,35,NYR,C,18,1,1,2,1,-2,2,1,0,0,0,11,9.1,138,7:41
720,Patrick Wiercioch,20,OTT,D,8,0,2,2,1,0,4,0,0,0,0,3,0,111,13:54
721,Andre Benoit,27,OTT,D,8,0,1,1,0,-1,6,0,0,0,0,17,0,135,16:50
722,Paul Bissonnette,25,PHX,LW,48,1,0,1,1,6,71,1,0,0,0,18,5.6,252,5:15
723,Mario Bliznak,23,VAN,C,4,1,0,1,1,1,0,1,0,0,0,1,100,26,6:37
724,Lance Bouma,20,CGY,C,16,0,1,1,0,-1,2,0,0,0,0,9,0,94,5:52
725,Drayson Bowman,21,CAR,C,23,0,1,1,0,0,12,0,0,0,0,28,0,226,9:49
726,Dustin Boyd,24,MTL,C,10,1,0,1,1,-6,2,1,0,0,0,8,12.5,98,9:50
727,Joe Callahan,28,FLA,D,27,0,1,1,0,-1,12,0,0,0,0,21,0,429,15:53
728,Joe Colborne,21,TOR,C,1,0,1,1,0,1,0,0,0,0,0,1,0,19,18:41
729,Sean Collins,27,WSH,D,4,1,0,1,1,2,0,1,0,0,1,4,25,59,14:45
730,Nigel Dawes,25,TOT,LW,13,0,1,1,0,-6,0,0,0,0,0,12,0,128,9:49
731,Justin Dibenedetto,22,NYI,LW,8,0,1,1,0,-2,2,0,0,0,0,6,0,73,9:04
732,Cory Emmerton,22,DET,C,2,1,0,1,1,1,0,1,0,0,0,3,33.3,17,8:21
733,Brian Fahey,29,WSH,D,7,0,1,1,0,-1,2,0,0,0,0,4,0,83,11:49
734,Cameron Gaunce,20,COL,D,11,1,0,1,1,-3,16,1,0,0,0,4,25,140,12:44
735,Colton Gillies,21,MIN,C,7,1,0,1,1,-2,2,1,0,0,0,3,33.3,73,10:22
736,Zach Hamill,22,BOS,C,3,0,1,1,0,1,0,0,0,0,0,1,0,31,10:28
737,Jordan Hendry,26,CHI,D,37,1,0,1,1,-2,4,1,0,0,0,35,2.9,396,10:42
738,Andrew Hutchinson,30,PIT,D,5,0,1,1,0,-3,6,0,0,0,0,2,0,77,15:18
739,Mark Katic,21,NYI,D,11,0,1,1,0,-9,4,0,0,0,0,8,0,181,16:26
740,Tim Kennedy,24,FLA,LW,6,0,1,1,0,0,0,0,0,0,0,2,0,62,10:23
741,David Koci,29,COL,D,35,1,0,1,1,-5,80,1,0,0,0,9,11.1,143,4:05
742,Chad Kolarik,25,NYR,RW,4,0,1,1,0,-1,2,0,0,0,0,4,0,37,9:08
743,Daymond Langkow,34,CGY,C,4,0,1,1,0,3,0,0,0,0,0,6,0,59,14:46
744,Matt Lashoff,24,TOR,D,11,0,1,1,0,1,6,0,0,0,0,8,0,152,13:50
745,David Liffiton,26,COL,D,4,1,0,1,1,3,17,1,0,0,0,2,50,30,7:28
746,Corey Locke,26,OTT,C,5,0,1,1,0,-1,0,0,0,0,0,6,0,46,9:10
747,Steve MacIntyre,30,EDM,LW,34,0,1,1,0,-1,93,0,0,0,0,6,0,120,3:32
748,Maksim Mayorov,21,CBJ,LW,5,1,0,1,1,0,0,1,0,0,0,3,33.3,44,8:42
