Rk,Player,Age,Tm,Pos,GP,G,A,PTS,GC,plusMinus,PIM,EV,PP,SH,GW,S,S%,TOI,ATOI
749,Brad Mills,27,NJD,C,4,1,0,1,1,1,5,1,0,0,0,6,16.7,33,8:17
750,Mike Moore,26,SJS,D,6,1,0,1,1,-1,7,1,0,0,0,5,20,61,10:07
751,Jan Mursak,23,DET,LW,19,1,0,1,1,-3,4,1,0,0,0,20,5,156,8:12
752,Jake Muzzin,21,LAK,D,11,0,1,1,0,-2,0,0,0,0,0,8,0,151,13:43
753,Greg Nemisz,20,CGY,C,6,0,1,1,0,-1,0,0,0,0,0,5,0,31,5:06
754,Kris Newbury,28,NYR,C,11,0,1,1,0,-1,35,0,0,0,0,6,0,84,7:38
755,Kyle Palmieri,19,ANA,C,10,1,0,1,1,-1,0,1,0,0,0,10,10,87,8:41
756,Warren Peters,28,MIN,LW,11,1,0,1,1,-2,4,1,0,0,0,11,9.1,96,8:43
757,Petr Prucha,28,PHX,C,11,0,1,1,0,0,4,0,0,0,0,10,0,126,11:28
758,Kyle Quincey,25,COL,D,21,0,1,1,0,-5,18,0,0,0,0,39,0,411,19:35
759,Patrick Rissmiller,32,TOT,C,10,0,1,1,0,-1,0,0,0,0,0,14,0,104,10:22
760,Rick Rypien,26,VAN,C,9,0,1,1,0,-5,31,0,0,0,0,6,0,46,5:07
761,Dave Scatchard,34,STL,C,8,0,1,1,0,1,6,0,0,0,0,6,0,38,4:45
762,John Scott,28,CHI,D,40,0,1,1,0,0,72,0,0,0,0,15,0,250,6:15
763,Sergei Shirokov,24,VAN,LW,2,1,0,1,1,1,0,1,0,0,0,6,16.7,21,10:18
764,Ben Smith,22,CHI,RW,6,1,0,1,1,1,0,1,0,0,0,6,16.7,83,13:47
765,Derek Smith,26,OTT,D,9,0,1,1,0,3,0,0,0,0,0,13,0,138,15:19
766,Tyson Strachan,26,STL,RW,29,0,1,1,0,-10,39,0,0,0,0,28,0,352,12:08
767,Brett Sutter,23,TOT,C,5,0,1,1,0,-1,5,0,0,0,0,3,0,45,8:55
768,Chris Tanev,21,VAN,D,29,0,1,1,0,0,0,0,0,0,0,15,0,400,13:47
769,Tomas Tatar,20,DET,C,9,1,0,1,1,0,0,1,0,0,0,6,16.7,86,9:36
770,Scott Timmins,21,FLA,C,19,1,0,1,1,-8,8,1,0,0,0,13,7.7,206,10:49
771,Alexander Urbom,20,NJD,D,8,1,0,1,1,-2,0,1,0,0,1,5,20,101,12:35
772,Mike Vernace,24,TBL,D,10,0,1,1,0,-2,2,0,0,0,0,6,0,87,8:42
773,Eric Wellwood,20,PHI,LW,3,0,1,1,0,1,2,0,0,0,0,8,0,40,13:25
774,Brian Willsie,32,WSH,RW,1,0,1,1,0,0,0,0,0,0,0,0,,6,6:15
775,Nolan Yonkman,29,PHX,D,16,0,1,1,0,5,39,0,0,0,0,8,0,194,12:08
776,Mike Zigomanis,30,TOR,C,8,0,1,1,0,0,4,0,0,0,0,7,0,56,6:59
777,Andrei Zubarev,23,ATL,D,4,0,1,1,0,-4,4,0,0,0,0,2,0,80,20:05
778,Cody Almond,21,MIN,C,8,0,0,0,0,0,2,0,0,0,0,3,0,56,7:02
779,Jonas Andersson,29,VAN,RW,4,0,0,0,0,1,0,0,0,0,0,1,0,24,6:03
780,Jamie Arniel,21,BOS,C,1,0,0,0,0,-1,0,0,0,0,0,3,0,12,12:26
781,Keith Aucoin,32,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,,12,11:47
782,Drew Bagnall,27,MIN,D,2,0,0,0,0,-2,4,0,0,0,0,1,0,26,13:01
783,Matt Bartkowski,22,BOS,D,6,0,0,0,0,-1,4,0,0,0,0,2,0,55,9:10
784,Oskars Bartulis,24,PHI,D,13,0,0,0,0,-4,4,0,0,0,0,7,0,169,13:01
785,Cody Bass,24,OTT,C,1,0,0,0,0,0,0,0,0,0,0,0,,7,7:09
786,Steve Begin,32,NSH,C,2,0,0,0,0,-2,4,0,0,0,0,2,0,20,9:49
787,Wade Belak,34,NSH,D,15,0,0,0,0,-1,18,0,0,0,0,4,0,57,3:47
788,Shawn Belle,26,TOT,D,9,0,0,0,0,-1,2,0,0,0,0,8,0,154,17:09
789,Michael Blunden,24,CBJ,RW,1,0,0,0,0,-1,0,0,0,0,0,2,0,11,10:31
790,Nick Bonino,22,ANA,C,26,0,0,0,0,-3,4,0,0,0,0,23,0,255,9:48
791,T.J. Brodie,20,CGY,D,3,0,0,0,0,-3,2,0,0,0,0,1,0,48,16:00
792,Sheldon Brookbank,30,ANA,D,40,0,0,0,0,-8,63,0,0,0,0,29,0,533,13:20
793,Evan Brophey,24,CHI,C,1,0,0,0,0,0,0,0,0,0,0,1,0,7,7:09
794,Matt Campanale,22,NYI,D,1,0,0,0,0,0,2,0,0,0,0,0,,8,8:21
795,Luca Caputi,22,TOR,LW,7,0,0,0,0,-2,4,0,0,0,0,8,0,77,11:04
796,Brett Carson,25,TOT,D,19,0,0,0,0,9,4,0,0,0,0,12,0,217,11:27
797,Colby Cohen,21,COL,D,3,0,0,0,0,-1,4,0,0,0,0,2,0,53,17:44
798,Ryan Craig,29,PIT,C,6,0,0,0,0,-3,22,0,0,0,0,7,0,59,9:49
799,Stephane Da Costa,21,OTT,RW,4,0,0,0,0,-1,0,0,0,0,0,9,0,46,11:25
800,Stefan Della Rovere,20,STL,LW,7,0,0,0,0,0,11,0,0,0,0,4,0,43,6:05
801,Guillaume Desbiens,25,VAN,D,12,0,0,0,0,-3,10,0,0,0,0,4,0,88,7:21
802,Jamie Doornbosch,20,NYI,D,1,0,0,0,0,-1,0,0,0,0,0,1,0,5,5:21
803,Nick Drazenovic,24,STL,C,3,0,0,0,0,-3,0,0,0,0,0,2,0,27,8:59
804,Mike Duco,23,FLA,LW,2,0,0,0,0,-1,10,0,0,0,0,0,,17,8:33
805,Brodie Dupont,23,NYR,C,1,0,0,0,0,0,0,0,0,0,0,1,0,6,5:34
806,Robbie Earl,25,MIN,LW,6,0,0,0,0,-3,0,0,0,0,0,6,0,53,8:46
807,Tyler Eckford,25,NJD,D,4,0,0,0,0,-1,0,0,0,0,0,1,0,35,8:43
808,Matt Ellis,29,BUF,LW,14,0,0,0,0,-4,0,0,0,0,0,20,0,141,10:03
809,Andreas Engqvist,23,MTL,C,3,0,0,0,0,0,0,0,0,0,0,1,0,26,8:46
810,Brett Festerling,24,ANA,D,1,0,0,0,0,-2,0,0,0,0,0,0,,15,14:53
811,Peter Forsberg,37,COL,C,2,0,0,0,0,-4,4,0,0,0,0,3,0,35,17:35
812,Matt Frattin,23,TOR,RW,1,0,0,0,0,-1,0,0,0,0,0,5,0,16,15:34
813,Stephen Gionta,27,NJD,RW,12,0,0,0,0,-3,6,0,0,0,0,13,0,108,9:00
814,Evgeny Grachev,20,NYR,C,8,0,0,0,0,-3,0,0,0,0,0,3,0,62,7:42
815,Josh Green,33,ANA,LW,12,0,0,0,0,-3,6,0,0,0,0,10,0,120,10:01
816,Nate Guenin,28,CBJ,D,3,0,0,0,0,-3,2,0,0,0,0,2,0,44,14:48
817,Erik Gustafsson,22,PHI,D,3,0,0,0,0,-1,4,0,0,0,0,2,0,33,10:57
818,Christian Hanson,24,TOR,RW,6,0,0,0,0,0,4,0,0,0,0,2,0,51,8:26
819,Adam Henrique,20,NJD,C,1,0,0,0,0,1,0,0,0,0,0,3,0,13,13:21
820,Shane Hnidy,35,BOS,D,3,0,0,0,0,-2,2,0,0,0,0,3,0,44,14:47
821,Nick Holden,23,CBJ,D,5,0,0,0,0,0,0,0,0,0,0,6,0,86,17:11
822,Ryan Hollweg,27,PHX,C,3,0,0,0,0,-1,0,0,0,0,0,0,,20,6:33
823,Ben Holmstrom,23,PHI,C,2,0,0,0,0,-1,5,0,0,0,0,0,,18,9:05
824,Korbinian Holzer,22,TOR,D,2,0,0,0,0,-1,2,0,0,0,0,1,0,26,13:01
825,Raitis Ivanans,32,CGY,LW,1,0,0,0,0,-1,5,0,0,0,0,0,,8,8:20
826,Doug Janik,30,DET,D,7,0,0,0,0,-2,7,0,0,0,0,8,0,93,13:13
827,Hugh Jessiman,26,FLA,RW,2,0,0,0,0,-1,5,0,0,0,0,2,0,15,7:21
828,Matt Kassian,24,MIN,LW,4,0,0,0,0,-1,12,0,0,0,0,1,0,22,5:29
829,Dwight King,21,LAK,LW,6,0,0,0,0,-2,2,0,0,0,0,3,0,70,11:43
830,Linus Klasen,24,NSH,LW,4,0,0,0,0,-3,0,0,0,0,0,4,0,52,12:53
831,Carl Klingberg,20,ATL,LW,1,0,0,0,0,0,0,0,0,0,0,0,,10,10:22
832,Rob Klinkhammer,24,CHI,LW,1,0,0,0,0,1,0,0,0,0,0,1,0,12,11:36
833,Marcus Kruger,20,CHI,C,7,0,0,0,0,-4,4,0,0,0,0,7,0,84,11:58
834,Arturs Kulda,22,ATL,D,2,0,0,0,0,-2,2,0,0,0,0,3,0,22,11:07
835,Teemu Laakso,23,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,,3,2:43
836,Jay Leach,31,NJD,D,7,0,0,0,0,0,7,0,0,0,0,2,0,100,14:15
837,Francis Lessard,31,OTT,D,24,0,0,0,0,0,78,0,0,0,0,6,0,93,3:51
838,Pierre-Luc Letourneau-Leblond,25,NJD,RW,2,0,0,0,0,-2,21,0,0,0,0,0,,7,3:28
839,Matthew Lombardi,28,NSH,C,2,0,0,0,0,-1,0,0,0,0,0,6,0,30,14:50
840,Brad Lukowich,34,DAL,D,5,0,0,0,0,2,0,0,0,0,0,3,0,51,10:16
841,Spencer Machacek,22,ATL,RW,10,0,0,0,0,-2,0,0,0,0,0,7,0,77,7:41
842,Ray Macias,24,COL,D,2,0,0,0,0,-1,2,0,0,0,0,0,,30,15:06
843,Olivier Magnan,24,NJD,D,18,0,0,0,0,-4,4,0,0,0,0,8,0,283,15:43
844,Brandon Mashinter,22,SJS,LW,13,0,0,0,0,-2,17,0,0,0,0,5,0,83,6:23
845,Kenndal McArdle,24,FLA,LW,11,0,0,0,0,-3,16,0,0,0,0,6,0,109,9:57
846,Frazer McLaren,23,SJS,LW,9,0,0,0,0,-1,22,0,0,0,0,1,0,38,4:15
847,John Moore,20,CBJ,D,2,0,0,0,0,0,0,0,0,0,0,0,,23,11:29
848,Travis Morin,27,DAL,C,3,0,0,0,0,0,0,0,0,0,0,2,0,27,8:52
849,Marcel Mueller,22,TOR,C,3,0,0,0,0,0,2,0,0,0,0,5,0,30,10:07
850,Brendon Nash,23,MTL,D,2,0,0,0,0,-1,0,0,0,0,0,2,0,20,10:12
851,Maxim Noreau,23,MIN,D,5,0,0,0,0,-1,0,0,0,0,0,8,0,71,14:17
852,Jim O'Brien,22,OTT,C,6,0,0,0,0,-3,2,0,0,0,0,11,0,58,9:40
853,Evan Oberg,22,VAN,D,2,0,0,0,0,0,0,0,0,0,0,1,0,20,9:50
854,Jed Ortmeyer,32,MIN,RW,4,0,0,0,0,-1,2,0,0,0,0,5,0,38,9:24
855,Aaron Palushaj,21,MTL,RW,3,0,0,0,0,1,2,0,0,0,0,3,0,26,8:31
856,Ryan Parent,23,VAN,D,4,0,0,0,0,-3,0,0,0,0,0,3,0,56,13:54
857,Mark Parrish,33,BUF,RW,2,0,0,0,0,-2,0,0,0,0,0,0,,24,11:47
858,Joel Perrault,27,VAN,C,7,0,0,0,0,-1,0,0,0,0,0,3,0,50,7:12
859,Richard Petiot,28,EDM,D,2,0,0,0,0,1,2,0,0,0,0,1,0,26,13:05
860,Brandon Pirri,19,CHI,C,1,0,0,0,0,-1,0,0,0,0,0,1,0,9,8:56
861,Alex Plante,21,EDM,D,3,0,0,0,0,-2,11,0,0,0,0,5,0,45,15:03
862,Paul Postma,21,ATL,D,1,0,0,0,0,0,0,0,0,0,0,1,0,10,9:55
863,Corey Potter,27,PIT,D,1,0,0,0,0,0,0,0,0,0,0,1,0,17,16:43
864,Ryan Potulny,26,TOT,C,10,0,0,0,0,-1,0,0,0,0,0,7,0,79,7:54
865,Marc Pouliot,25,TBL,C,3,0,0,0,0,-2,0,0,0,0,0,2,0,32,10:46
866,Nate Prosser,24,MIN,D,2,0,0,0,0,0,0,0,0,0,0,1,0,30,14:48
867,Rhett Rakhshani,22,NYI,RW,2,0,0,0,0,-1,0,0,0,0,0,2,0,23,11:43
868,Bryan Rodney,26,CAR,D,3,0,0,0,0,0,2,0,0,0,0,3,0,26,8:44
869,Mathieu Roy,27,TBL,D,4,0,0,0,0,-2,2,0,0,0,0,1,0,19,4:43
870,Yann Sauve,20,VAN,D,5,0,0,0,0,-2,0,0,0,0,0,6,0,65,13:00
871,Raymond Sawada,25,DAL,RW,1,0,0,0,0,-1,0,0,0,0,0,1,0,6,5:50
872,Colton Sceviour,21,DAL,C,1,0,0,0,0,-1,0,0,0,0,0,0,,5,5:09
873,Shane Sims,22,NYI,D,1,0,0,0,0,0,0,0,0,0,0,0,,7,6:34
874,Matt Smaby,26,TBL,D,32,0,0,0,0,2,17,0,0,0,0,9,0,224,6:59
875,Garrett Stafford,31,PHX,D,2,0,0,0,0,0,0,0,0,0,0,2,0,25,12:24
876,Brian Strait,23,PIT,D,3,0,0,0,0,-1,0,0,0,0,0,0,,41,13:32
877,Colin Stuart,28,BUF,LW,3,0,0,0,0,1,2,0,0,0,0,5,0,39,13:09
878,Chris Summers,22,PHX,D,2,0,0,0,0,-3,4,0,0,0,0,0,,28,13:52
879,Jeff Taffe,29,CHI,C,1,0,0,0,0,0,0,0,0,0,0,0,,4,4:05
880,Andreas Thuresson,23,NSH,RW,3,0,0,0,0,-1,2,0,0,0,0,2,0,30,10:09
881,Aaron Voros,29,ANA,LW,12,0,0,0,0,-4,43,0,0,0,0,8,0,67,5:33
882,Matt Walker,30,PHI,D,4,0,0,0,0,0,4,0,0,0,0,3,0,47,11:38
883,Tim Wallace,26,PIT,RW,7,0,0,0,0,-3,5,0,0,0,0,1,0,56,8:03
884,Francis Wathier,26,DAL,LW,3,0,0,0,0,-2,0,0,0,0,0,0,,12,3:55
885,Dale Weise,22,NYR,RW,10,0,0,0,0,-1,19,0,0,0,0,9,0,65,6:30
886,Noah Welch,28,ATL,D,2,0,0,0,0,-1,0,0,0,0,0,1,0,35,17:33
887,Roman Wick,25,OTT,RW,7,0,0,0,0,-4,0,0,0,0,0,4,0,60,8:38
888,Jeremy Williams,27,NYR,RW,1,0,0,0,0,0,0,0,0,0,0,0,,4,3:43
889,Tommy Wingels,22,SJS,C,5,0,0,0,0,-1,0,0,0,0,0,1,0,26,5:07
890,James Wright,20,TBL,C,1,0,0,0,0,-2,0,0,0,0,0,0,,5,4:36
891,John Zeiler,28,LAK,RW,4,0,0,0,0,-1,0,0,0,0,0,1,0,22,5:36
