Rk,Player,Age,Tm,Pos,GP,G,A,PTS,GC,plusMinus,PIM,EV,PP,SH,GW,S,S%,TOI,ATOI
513,Jimmy Hayes,22,CHI,RW,31,5,4,9,4,-3,16,4,1,0,0,41,12.2,318,10:15
514,Matt Hendricks,30,WSH,C,78,4,5,9,4,-6,95,4,0,0,0,97,4.1,946,12:07
515,Jacob Josefson,20,NJD,C,41,2,7,9,3,10,6,2,0,0,0,37,5.4,496,12:06
516,Guillaume Latendresse,24,MIN,RW,16,5,4,9,4,6,20,4,1,0,1,36,13.9,243,15:11
517,Spencer Machacek,23,WPG,RW,13,2,7,9,3,8,7,2,0,0,0,12,16.7,98,7:30
518,Dave Moss,30,CGY,LW,32,2,7,9,3,-3,12,2,0,0,0,82,2.4,448,14:01
519,Lennart Petrell,27,EDM,C,60,4,5,9,3,-10,45,3,0,1,0,36,11.1,578,9:38
520,Zac Rinaldo,21,PHI,C,66,2,7,9,3,-1,232,2,0,0,0,54,3.7,494,7:29
521,Bryce Salvador,35,NJD,D,82,0,9,9,2,18,66,0,0,0,0,52,0,1657,20:13
522,Rob Scuderi,33,LAK,D,82,1,8,9,3,-7,16,1,0,0,0,63,1.6,1690,20:37
523,Alexander Sulzer,27,TOT,D,27,3,6,9,3,8,8,3,0,0,0,33,9.1,481,17:49
524,Tim Wallace,27,TOT,RW,49,3,6,9,3,-3,16,3,0,0,1,26,11.5,421,8:36
525,Eric Wellwood,21,PHI,LW,24,5,4,9,4,12,2,5,0,0,1,36,13.9,263,10:57
526,Tommy Wingels,23,SJS,C,33,3,6,9,3,-1,18,3,0,0,0,71,4.2,454,13:45
527,Matt Bradley,33,FLA,RW,45,3,5,8,3,-3,31,3,0,0,0,35,8.6,489,10:52
528,Ryan Carter,28,TOT,C,72,4,4,8,3,-13,90,4,0,0,0,50,8,745,10:21
529,Cody Eakin,20,WSH,C,30,4,4,8,3,2,4,4,0,0,0,31,12.9,278,9:17
530,Matt Ellis,30,BUF,LW,60,3,5,8,3,-3,25,3,0,0,1,85,3.5,583,9:43
531,Benn Ferriero,24,SJS,C,35,7,1,8,4,0,8,7,0,0,4,68,10.3,422,12:03
532,Colin Fraser,27,LAK,C,67,2,6,8,3,-2,67,2,0,0,0,54,3.7,652,9:44
533,Colton Gillies,22,TOT,C,75,2,6,8,3,-9,35,2,0,0,0,48,4.2,757,10:05
534,Erik Gudbranson,20,FLA,D,72,2,6,8,3,-19,78,2,0,0,0,76,2.6,1022,14:12
535,Jochen Hecht,34,BUF,C,22,4,4,8,3,1,6,3,0,1,0,40,10,370,16:50
536,Blair Jones,25,TOT,C,43,3,5,8,3,-1,18,3,0,0,1,58,5.2,488,11:22
537,Brayden McNabb,21,BUF,D,25,1,7,8,2,-1,15,0,1,0,0,23,4.3,446,17:50
538,Scott Nichol,37,STL,C,80,3,5,8,3,-5,83,3,0,0,0,67,4.5,745,9:19
539,Andreas Nodl,24,TOT,RW,60,3,5,8,3,-5,8,3,0,0,0,66,4.5,703,11:43
540,Magnus Paajarvi,20,EDM,LW,41,2,6,8,3,-7,4,2,0,0,0,79,2.5,540,13:11
541,Brad Richardson,26,LAK,RW,59,5,3,8,3,-6,30,4,0,1,0,98,5.1,759,12:52
542,Steve Staios,38,NYI,D,65,0,8,8,2,-19,53,0,0,0,0,67,0,1110,17:05
543,Corey Tropp,22,BUF,RW,34,3,5,8,3,0,20,3,0,0,1,32,9.4,343,10:05
544,David Ullstrom,22,NYI,LW,29,4,4,8,3,-2,6,3,1,0,1,40,10,318,10:59
545,Dale Weise,23,VAN,RW,68,4,4,8,3,-1,81,4,0,0,0,48,8.3,555,8:10
546,Jesse Winchester,28,OTT,C,32,2,6,8,3,2,22,1,0,1,0,52,3.8,340,10:38
547,Greg Zanon,31,TOT,D,56,3,5,8,3,3,18,3,0,0,2,41,7.3,997,17:48
548,Keith Ballard,29,VAN,D,47,1,6,7,2,0,64,1,0,0,0,41,2.4,731,15:33
549,Jonathon Blum,23,NSH,D,33,3,4,7,3,-14,6,3,0,0,1,25,12,592,17:56
550,Marc-Andre Bourdon,22,PHI,D,45,4,3,7,3,4,52,4,0,0,2,45,8.9,729,16:11
551,Jake Dowell,26,DAL,C,52,2,5,7,2,-3,53,2,0,0,0,39,5.1,397,7:38
552,Mark Flood,27,WPG,D,33,3,4,7,3,-1,10,2,1,0,1,30,10,507,15:21
553,Mike Green,26,WSH,D,32,3,4,7,3,5,12,0,3,0,1,64,4.7,673,21:03
554,Adam Hall,31,TBL,RW,57,2,5,7,2,-11,17,2,0,0,1,63,3.2,676,11:52
555,Trent Hunter,31,LAK,RW,38,2,5,7,2,-4,8,2,0,0,1,51,3.9,384,10:06
556,Kent Huskins,32,STL,D,25,2,5,7,2,9,10,2,0,0,0,16,12.5,387,15:28
557,Tim Jackman,30,CGY,RW,75,1,6,7,2,-21,94,1,0,0,0,103,1,684,9:07
558,Nazem Kadri,21,TOR,C,21,5,2,7,3,2,8,4,1,0,1,28,17.9,297,14:10
559,Trevor Lewis,25,LAK,C,72,3,4,7,3,-3,26,3,0,0,1,103,2.9,953,13:14
560,Andrei Loktionov,21,LAK,C,39,3,4,7,3,-4,2,2,1,0,0,60,5,489,12:32
561,Marc Methot,26,CBJ,D,46,1,6,7,2,-11,24,1,0,0,0,42,2.4,922,20:03
562,John Moore,21,CBJ,D,67,2,5,7,2,-23,8,2,0,0,0,64,3.1,1060,15:49
563,Petteri Nokelainen,26,TOT,C,56,3,4,7,3,-6,37,3,0,0,1,37,8.1,493,8:48
564,Gustav Nyquist,22,DET,LW,18,1,6,7,2,2,2,1,0,0,0,19,5.3,191,10:36
565,Ryan O'Byrne,27,COL,D,74,1,6,7,2,-5,57,1,0,0,0,42,2.4,1395,18:51
566,Sean O'Donnell,40,CHI,D,51,0,7,7,2,-6,23,0,0,0,0,30,0,689,13:31
567,Cal O'Reilly,25,TOT,C,33,2,5,7,2,-11,4,1,1,0,0,17,11.8,421,12:46
568,Mark Olver,24,COL,C,24,4,3,7,3,0,15,4,0,0,1,25,16,311,12:57
569,Kyle Palmieri,20,ANA,C,18,4,3,7,3,3,6,4,0,0,0,34,11.8,207,11:31
570,Nick Palmieri,22,TOT,RW,38,4,3,7,3,-10,14,4,0,0,0,55,7.3,402,10:35
571,Chris Porter,27,STL,C,47,4,3,7,3,-1,11,4,0,0,1,61,6.6,488,10:24
572,Kevin Porter,25,COL,RW,35,4,3,7,3,-2,17,4,0,0,0,32,12.5,321,9:11
573,Alexander Radulov,25,NSH,RW,9,3,4,7,3,3,4,3,0,0,0,21,14.3,174,19:21
574,Dylan Reese,27,NYI,D,28,1,6,7,2,0,11,1,0,0,0,26,3.8,478,17:05
575,David Rundblad,21,TOT,D,30,1,6,7,2,-12,6,1,0,0,0,34,2.9,450,15:01
576,Cory Sarich,33,CGY,D,62,1,6,7,2,1,66,1,0,0,0,36,2.8,999,16:07
577,Nick Schultz,29,TOT,D,82,1,6,7,2,-12,40,0,1,0,0,51,2,1616,19:42
578,Brendan Smith,22,DET,D,14,1,6,7,2,3,13,1,0,0,0,13,7.7,219,15:38
579,Matt Taormina,25,NJD,D,30,1,6,7,2,6,4,1,0,0,0,33,3,496,16:32
580,Casey Wellman,24,MIN,C,14,2,5,7,2,-4,0,2,0,0,1,25,8,178,12:44
581,Alexei Yemelin,25,MTL,D,67,3,4,7,3,-18,30,2,0,1,0,62,4.8,1159,17:18
582,Brandon Yip,26,TOT,RW,35,3,4,7,3,1,28,3,0,0,0,41,7.3,374,10:41
583,Steve Bernier,26,NJD,RW,32,1,5,6,2,6,16,1,0,0,0,23,4.3,383,11:58
584,Ian Cole,22,STL,D,26,1,5,6,2,7,22,1,0,0,0,18,5.6,414,15:55
585,Andrew Ebbett,29,VAN,C,18,5,1,6,3,2,6,4,1,0,2,27,18.5,173,9:35
586,Jack Hillen,26,NSH,D,55,2,4,6,2,6,20,2,0,0,0,51,3.9,773,14:04
587,Matt Hunwick,26,COL,D,33,3,3,6,2,-3,8,3,0,0,0,40,7.5,596,18:04
588,Dustin Jeffrey,23,PIT,C,26,4,2,6,3,-4,2,3,0,1,0,33,12.1,315,12:06
589,Anton Lander,20,EDM,C,56,2,4,6,2,-8,12,1,0,1,0,54,3.7,594,10:37
590,Andreas Lilja,36,PHI,D,46,0,6,6,2,9,34,0,0,0,0,35,0,630,13:41
591,Ben Maxwell,23,TOT,C,15,1,5,6,2,4,2,1,0,0,0,10,10,101,6:44
592,Jim O'Brien,23,OTT,C,28,3,3,6,2,6,4,3,0,0,1,37,8.1,329,11:45
593,Marty Reasoner,34,NYI,C,61,1,5,6,2,-25,34,1,0,0,0,69,1.4,708,11:37
594,Jeff Schultz,25,WSH,D,54,1,5,6,2,-2,12,1,0,0,0,22,4.5,826,15:18
595,Jerred Smithson,32,TOT,C,69,1,5,6,2,-5,34,1,0,0,0,37,2.7,808,11:43
596,Henrik Tallinder,33,NJD,D,39,0,6,6,2,-11,16,0,0,0,0,43,0,831,21:19
597,Mattias Tedenby,21,NJD,LW,43,1,5,6,2,-15,16,1,0,0,0,46,2.2,462,10:45
598,David Van Der Gulik,28,COL,RW,25,1,5,6,2,3,2,1,0,0,0,20,5,205,8:12
599,Jeff Woywitka,28,NYR,D,27,1,5,6,2,2,8,1,0,0,0,13,7.7,281,10:25
600,Travis Zajac,26,NJD,C,15,2,4,6,2,-3,4,1,1,0,1,25,8,261,17:22
601,Harry Zolnierczyk,24,PHI,LW,37,3,3,6,2,-11,35,3,0,0,0,49,6.1,285,7:42
602,Krys Barch,31,TOT,RW,51,2,3,5,2,0,114,2,0,0,0,24,8.3,375,7:21
603,Jay Beagle,26,WSH,C,41,4,1,5,2,-2,23,4,0,0,0,49,8.2,486,11:51
604,Darryl Boyce,27,TOT,C,37,1,4,5,2,-8,35,1,0,0,1,25,4,369,9:59
605,Paul Byron,22,CGY,C,22,3,2,5,2,3,2,3,0,0,1,13,23.1,225,10:14
606,Joe Colborne,22,TOR,C,10,1,4,5,2,2,4,1,0,0,0,7,14.3,137,13:41
607,Stephane Da Costa,22,OTT,RW,22,3,2,5,2,-9,8,3,0,0,0,31,9.7,268,12:10
608,Keaton Ellerby,23,FLA,D,40,0,5,5,1,-3,10,0,0,0,0,45,0,616,15:23
609,Steve Eminger,28,NYR,D,42,2,3,5,2,0,28,2,0,0,0,19,10.5,558,13:17
610,Blake Geoffrion,23,TOT,LW,35,2,3,5,2,0,27,2,0,0,0,29,6.9,386,11:02
611,Andrew Gordon,26,ANA,RW,37,2,3,5,2,-10,6,2,0,0,0,38,5.3,402,10:51
612,Erik Gustafsson,23,PHI,D,30,1,4,5,2,12,2,1,0,0,0,18,5.6,504,16:48
613,Teemu Hartikainen,21,EDM,LW,17,2,3,5,2,1,6,2,0,0,1,24,8.3,221,13:01
614,Steven Kampfer,23,TOT,D,23,2,3,5,2,-1,6,2,0,0,0,20,10,343,14:54
615,Mike Komisarek,30,TOR,D,45,1,4,5,2,-13,41,1,0,0,0,34,2.9,750,16:39
616,Zenon Konopka,31,OTT,C,55,3,2,5,2,-4,193,2,1,0,1,34,8.8,431,7:51
617,Joakim Lindstrom,28,COL,LW,16,2,3,5,2,-9,0,1,1,0,0,22,9.1,223,13:55
618,Ben Lovejoy,27,PIT,D,34,1,4,5,2,3,13,1,0,0,0,48,2.1,451,13:15
619,Aaron Palushaj,22,MTL,RW,38,1,4,5,2,1,8,1,0,0,0,37,2.7,288,7:34
620,Warren Peters,29,MIN,LW,58,1,4,5,2,-15,54,1,0,0,0,54,1.9,614,10:35
621,Toby Petersen,33,DAL,C,39,2,3,5,2,-7,6,2,0,0,0,44,4.5,299,7:39
622,Robyn Regehr,31,BUF,D,76,1,4,5,2,-12,56,1,0,0,0,49,2,1416,18:38
623,Michal Repik,23,FLA,RW,17,2,3,5,2,-3,6,1,1,0,0,35,5.7,176,10:22
624,Mike Rupp,32,NYR,C,60,4,1,5,2,-1,97,4,0,0,2,31,12.9,399,6:39
625,Jerome Samson,24,CAR,RW,16,2,3,5,2,-3,8,1,1,0,0,31,6.5,196,12:17
626,Trevor Smith,26,TBL,LW,16,2,3,5,2,2,4,2,0,0,0,17,11.8,199,12:28
627,Marc Staal,25,NYR,D,46,2,3,5,2,-7,16,1,1,0,0,61,3.3,915,19:54
628,Clayton Stoner,26,MIN,D,51,1,4,5,2,3,62,1,0,0,0,47,2.1,897,17:36
629,Marco Sturm,33,TOT,LW,48,3,2,5,2,-13,25,3,0,0,1,65,4.6,591,12:19
630,Dana Tyrell,22,TBL,C,26,0,5,5,1,-5,6,0,0,0,0,23,0,273,10:31
631,Scottie Upshall,28,FLA,RW,26,2,3,5,2,-3,29,1,1,0,1,53,3.8,331,12:43
632,Mike Weber,24,BUF,D,51,1,4,5,2,-19,64,1,0,0,0,51,2,947,18:35
633,Byron Bitz,27,VAN,RW,10,1,3,4,1,2,14,1,0,0,0,6,16.7,105,10:30
634,Michael Blunden,25,MTL,RW,39,2,2,4,2,-1,27,2,0,0,0,34,5.9,365,9:22
635,Mike Brown,26,TOR,RW,50,2,2,4,2,-8,74,2,0,0,0,56,3.6,464,9:17
636,Casey Cizikas,20,NYI,C,15,0,4,4,1,1,6,0,0,0,0,12,0,159,10:36
637,Simon Despres,20,PIT,D,18,1,3,4,1,5,10,0,1,0,0,22,4.5,256,14:13
638,Mark Eaton,34,NYI,D,62,1,3,4,1,-17,10,1,0,0,1,44,2.3,995,16:03
639,Evgeny Grachev,21,STL,C,26,1,3,4,1,-4,2,1,0,0,1,14,7.1,243,9:20
640,Derek Joslin,24,CAR,D,44,2,2,4,2,-15,35,2,0,0,0,36,5.6,466,10:35
641,Brett Lebda,30,CBJ,D,30,1,3,4,1,-1,14,1,0,0,0,36,2.8,494,16:29
642,Maxime Macenauer,23,ANA,C,29,1,3,4,1,-4,18,1,0,0,1,14,7.1,314,10:49
643,Cody McCormick,28,BUF,C,50,1,3,4,1,-7,56,1,0,0,0,43,2.3,392,7:50
644,Brandon McMillan,21,ANA,LW,25,0,4,4,1,-10,20,0,0,0,0,26,0,280,11:13
645,Ethan Moreau,36,LAK,LW,28,1,3,4,1,-3,20,1,0,0,1,29,3.4,295,10:32
646,Andrew Murray,30,SJS,C,39,1,3,4,1,3,4,1,0,0,0,33,3,300,7:42
647,Douglas Murray,31,SJS,D,60,0,4,4,1,3,31,0,0,0,0,71,0,1103,18:23
648,Jordan Nolan,22,LAK,C,26,2,2,4,2,2,28,2,0,0,1,19,10.5,243,9:21
649,Patrick O'Sullivan,26,PHX,C,23,2,2,4,2,-4,2,2,0,0,0,34,5.9,254,11:03
650,George Parros,32,ANA,RW,46,1,3,4,1,1,85,1,0,0,0,17,5.9,293,6:23
651,Alexandre Picard,26,PIT,D,17,0,4,4,1,4,4,0,0,0,0,10,0,223,13:09
652,Marc Pouliot,26,PHX,C,13,0,4,4,1,-2,2,0,0,0,0,19,0,145,11:11
653,Ryan Reaves,25,STL,RW,60,3,1,4,2,0,124,3,0,0,1,32,9.4,392,6:32
654,Peter Regin,25,OTT,C,10,2,2,4,2,3,2,2,0,0,0,15,13.3,141,14:06
655,Paul Szczechura,26,BUF,C,9,1,3,4,1,0,4,1,0,0,0,11,9.1,103,11:26
656,Jim Vandermeer,31,SJS,D,25,1,3,4,1,3,33,1,0,0,0,19,5.3,260,10:25
657,Colin White,34,SJS,D,54,1,3,4,1,-5,21,1,0,0,0,33,3,807,14:57
658,Andrew Alberts,30,VAN,D,44,2,1,3,1,4,40,2,0,0,2,19,10.5,629,14:18
659,Akim Aliu,22,CGY,RW,2,2,1,3,1,3,12,2,0,0,0,3,66.7,22,11:02
660,Colby Armstrong,29,TOR,RW,29,1,2,3,1,-8,9,1,0,0,0,14,7.1,270,9:19
661,Keith Aulie,22,TOT,D,36,0,3,3,1,-7,29,0,0,0,0,18,0,484,13:26
662,Sean Avery,31,NYR,C,15,3,0,3,2,2,21,3,0,0,1,15,20,105,7:01
663,Sven Baertschi,19,CGY,LW,5,3,0,3,2,2,4,3,0,0,0,10,30,56,11:08
664,Jared Boll,25,CBJ,RW,54,2,1,3,1,-8,126,2,0,0,0,35,5.7,438,8:07
665,Lance Bouma,21,CGY,C,27,1,2,3,1,-5,11,1,0,0,0,26,3.8,274,10:10
666,Brett Bulmer,19,MIN,RW,9,0,3,3,1,1,6,0,0,0,0,7,0,99,11:02
667,Matt Calvert,22,CBJ,LW,13,0,3,3,1,-5,16,0,0,0,0,4,0,119,9:08
668,Matt Carkner,31,OTT,D,29,1,2,3,1,0,33,1,0,0,0,17,5.9,345,11:55
669,Chris Conner,28,DET,RW,8,1,2,3,1,2,0,1,0,0,0,10,10,85,10:34
670,B.J. Crombeen,26,STL,RW,40,1,2,3,1,-2,71,1,0,0,0,50,2,332,8:18
671,Evgeni Dadonov,22,FLA,RW,15,2,1,3,1,-4,2,2,0,0,0,21,9.5,151,10:03
672,Zac Dalpe,22,CAR,C,16,1,2,3,1,-3,4,1,0,0,0,20,5,153,9:35
673,Eric Fehr,26,WPG,RW,35,2,1,3,1,-6,12,2,0,0,1,54,3.7,339,9:42
674,Ryan Garbutt,26,DAL,C,20,2,1,3,1,-1,22,2,0,0,1,28,7.1,166,8:17
675,Darcy Hordichuk,31,EDM,LW,43,1,2,3,1,-3,64,1,0,0,0,27,3.7,187,4:21
676,Sami Lepisto,27,CHI,D,26,1,2,3,1,3,4,1,0,0,0,19,5.3,275,10:34
677,John Madden,38,FLA,C,31,3,0,3,2,-4,4,3,0,0,1,33,9.1,371,11:59
678,Andrei Markov,33,MTL,D,13,0,3,3,1,-4,4,0,0,0,0,17,0,234,18:00
679,Carson McMillan,23,MIN,RW,11,1,2,3,1,1,11,1,0,0,1,8,12.5,122,11:04
680,Brendan Mikkelson,24,TBL,D,41,1,2,3,1,-4,13,1,0,0,0,45,2.2,590,14:24
681,Jan Mursak,24,DET,LW,25,1,2,3,1,2,0,1,0,0,0,22,4.5,189,7:33
682,Linus Omark,24,EDM,LW,14,3,0,3,2,-5,8,3,0,0,0,24,12.5,188,13:27
683,Jay Pandolfo,37,NYI,LW,62,1,2,3,1,-14,8,1,0,0,0,44,2.3,677,10:55
684,Adam Pardy,27,DAL,D,36,0,3,3,1,-5,16,0,0,0,0,29,0,593,16:28
685,Theo Peckham,24,EDM,D,54,1,2,3,1,0,80,1,0,0,0,25,4,911,16:53
686,Rod Pelley,27,TOT,C,52,2,1,3,1,-3,16,2,0,0,0,44,4.5,403,7:45
687,Michael Sauer,24,NYR,D,19,1,2,3,1,9,21,1,0,0,0,14,7.1,356,18:44
688,Jaden Schwartz,19,STL,C,7,2,1,3,1,1,0,1,1,0,1,6,33.3,82,11:41
689,Frederic St. Denis,26,MTL,D,17,1,2,3,1,3,10,1,0,0,0,11,9.1,247,14:31
690,Michael Stone,21,PHX,D,13,1,2,3,1,7,2,1,0,0,0,13,7.7,180,13:53
691,Tyson Strachan,27,FLA,RW,15,1,2,3,1,1,5,1,0,0,0,14,7.1,215,14:21
692,Chris Summers,23,PHX,D,21,0,3,3,1,-4,11,0,0,0,0,10,0,261,12:27
693,Brett Sutter,24,CAR,C,15,0,3,3,1,-1,11,0,0,0,0,11,0,114,7:34
694,Ryan White,23,MTL,RW,20,0,3,3,1,-7,61,0,0,0,0,12,0,290,14:31
695,Mats Zuccarello,24,NYR,LW,10,2,1,3,1,0,6,1,1,0,1,10,20,100,10:03
696,Cam Barker,25,EDM,D,25,2,0,2,1,0,23,1,1,0,1,35,5.7,459,18:22
697,Jordie Benn,24,DAL,D,3,0,2,2,1,1,0,0,0,0,0,1,0,42,13:57
698,Niclas Bergfors,24,NSH,RW,11,1,1,2,1,-2,2,1,0,0,1,11,9.1,89,8:04
699,Zach Boychuk,22,CAR,C,16,0,2,2,1,-3,0,0,0,0,0,10,0,143,8:55
700,Mike Commodore,32,TOT,D,30,0,2,2,1,7,38,0,0,0,0,23,0,378,12:36
701,Davis Drewiske,27,LAK,D,9,2,0,2,1,0,2,2,0,0,0,11,18.2,113,12:34
702,Mike Duco,24,VAN,LW,6,0,2,2,1,1,5,0,0,0,0,4,0,48,8:03
703,Tim Erixon,20,NYR,D,18,0,2,2,1,-2,8,0,0,0,0,9,0,234,0.541666667
704,John Erskine,31,WSH,D,28,0,2,2,1,3,51,0,0,0,0,20,0,339,12:06
705,Mark Fistric,25,DAL,D,60,0,2,2,1,-3,41,0,0,0,0,30,0,991,16:31
706,Josh Green,34,EDM,LW,7,1,1,2,1,-6,7,0,1,0,0,14,7.1,83,11:49
707,Nate Guenin,29,ANA,D,15,2,0,2,1,6,6,2,0,0,1,5,40,167,11:09
708,Zach Hamill,23,BOS,C,16,0,2,2,1,3,4,0,0,0,0,13,0,176,10:59
709,Peter Harrold,28,NJD,D,11,0,2,2,1,0,0,0,0,0,0,11,0,161,14:36
710,Randy Jones,30,WPG,D,39,1,1,2,1,4,8,1,0,0,0,24,4.2,578,14:49
711,Matt Kassian,25,MIN,LW,24,2,0,2,1,-2,55,2,0,0,0,13,15.4,133,5:33
712,Tim Kennedy,25,FLA,LW,27,1,1,2,1,-11,4,1,0,0,1,22,4.5,301,11:08
713,Rob Klinkhammer,25,OTT,LW,15,0,2,2,1,0,2,0,0,0,0,26,0,172,11:27
714,Tomas Kubalik,21,CBJ,RW,8,1,1,2,1,-3,6,1,0,0,0,8,12.5,106,13:18
715,Pierre-Cedric Labrie,25,TBL,LW,14,0,2,2,1,-2,15,0,0,0,0,5,0,83,5:54
716,Mike Lundin,27,MIN,D,17,0,2,2,1,-1,4,0,0,0,0,9,0,344,20:12
717,Brett Maclean,23,WPG,LW,5,0,2,2,1,1,2,0,0,0,0,6,0,42,8:29
718,Brad Malone,22,COL,C,9,0,2,2,1,1,0,0,0,0,0,6,0,90,10:03
719,Maksim Mayorov,22,CBJ,LW,10,1,1,2,1,-3,2,1,0,0,0,9,11.1,107,10:40
720,Brian McGrattan,30,NSH,RW,30,0,2,2,1,-1,61,0,0,0,0,10,0,160,5:19
721,David McIntyre,24,MIN,C,7,1,1,2,1,-1,2,1,0,0,0,6,16.7,76,10:55
722,Mike Mottau,33,TOT,D,35,0,2,2,1,-11,15,0,0,0,0,22,0,493,14:05
723,Jed Ortmeyer,33,MIN,RW,35,1,1,2,1,-8,14,1,0,0,1,41,2.4,340,9:43
724,Scott Parse,27,LAK,C,9,2,0,2,1,1,14,1,1,0,0,9,22.2,102,11:17
725,Brandon Pirri,20,CHI,C,5,0,2,2,1,2,0,0,0,0,0,5,0,68,13:31
726,Chad Rau,25,MIN,C,9,2,0,2,1,-1,0,2,0,0,2,7,28.6,98,10:53
727,Ryan Russell,24,CBJ,C,41,2,0,2,1,-7,2,2,0,0,0,39,5.1,479,11:41
728,Ben Smith,23,CHI,RW,13,2,0,2,1,-5,0,2,0,0,0,18,11.1,128,9:49
729,Jeff Taffe,30,MIN,C,5,0,2,2,1,2,0,0,0,0,0,7,0,65,12:55
730,Chris Tanev,22,VAN,D,25,0,2,2,1,10,2,0,0,0,0,15,0,418,16:43
731,Eric Tangradi,22,PIT,LW,24,0,2,2,1,-4,16,0,0,0,0,20,0,215,8:56
732,Stephane Veilleux,30,TOT,LW,22,0,2,2,1,-2,15,0,0,0,0,16,0,216,9:49
733,Kevin Westgarth,27,LAK,RW,25,1,1,2,1,-3,39,1,0,0,0,13,7.7,132,5:16
734,Jason Williams,31,PIT,C,8,1,1,2,1,1,4,1,0,0,0,4,25,85,10:34
735,Jason Zucker,20,MIN,LW,6,0,2,2,1,-2,2,0,0,0,0,10,0,66,11:02
736,Cody Almond,22,MIN,C,10,1,0,1,1,-5,15,1,0,0,0,7,14.3,102,10:13
737,Mike Angelidis,26,TBL,C,6,1,0,1,1,-1,5,1,0,0,0,8,12.5,39,6:30
738,Cody Bass,25,CBJ,C,14,0,1,1,0,0,32,0,0,0,0,13,0,127,9:05
739,Paul Bissonnette,26,PHX,LW,31,1,0,1,1,-4,41,1,0,0,1,15,6.7,188,6:04
740,T.J. Brennan,22,BUF,D,11,1,0,1,1,0,6,1,0,0,0,14,7.1,155,14:07
741,J.T. Brown,21,TBL,LW,5,0,1,1,0,2,0,0,0,0,0,13,0,69,13:51
742,Fabian Brunnstrom,26,DET,LW,5,0,1,1,0,-2,4,0,0,0,0,6,0,45,9:04
743,Carter Camper,23,BOS,C,3,1,0,1,1,1,0,1,0,0,0,1,100,20,6:42
744,Philippe Cornet,21,EDM,LW,2,0,1,1,0,0,0,0,0,0,0,0,,21,10:35
745,Adam Cracknell,26,STL,RW,2,1,0,1,1,1,0,1,0,0,0,1,100,15,7:39
746,Mark Cullen,33,FLA,C,6,0,1,1,0,2,2,0,0,0,0,1,0,48,0.333333333
747,Andre Deveaux,27,NYR,C,9,0,1,1,0,3,29,0,0,0,0,2,0,48,5:23
748,Patrick Eaves,27,DET,RW,10,0,1,1,0,0,2,0,0,0,0,24,0,110,11:03
749,Cade Fairchild,23,STL,D,5,0,1,1,0,-1,0,0,0,0,0,1,0,48,9:39
750,Nikita Filatov,21,OTT,LW,9,0,1,1,0,1,4,0,0,0,0,6,0,88,9:49
751,Chay Genoway,25,MIN,D,1,0,1,1,0,0,0,0,0,0,0,1,0,18,18:16
752,Stephen Gionta,28,NJD,RW,1,1,0,1,1,1,0,1,0,0,1,2,50,11,10:37
753,Alexandre Giroux,30,CBJ,C,9,1,0,1,1,-2,8,1,0,0,0,18,5.6,110,12:12
754,Ryan Hamilton,26,TOR,LW,2,0,1,1,0,-1,2,0,0,0,0,1,0,26,13:08
755,Peter Holland,21,ANA,C,4,1,0,1,1,0,2,1,0,0,1,1,100,31,7:42
756,Jason Jaffray,30,WPG,RW,13,0,1,1,0,-1,7,0,0,0,0,10,0,85,6:30
757,Doug Janik,31,DET,D,9,0,1,1,0,2,6,0,0,0,0,6,0,131,14:30
758,Cam Janssen,27,NJD,RW,48,0,1,1,0,-8,75,0,0,0,0,17,0,225,4:41
759,Krys Kolanos,30,CGY,C,13,0,1,1,0,-1,2,0,0,0,0,29,0,128,9:51
760,Torey Krug,20,BOS,D,2,0,1,1,0,0,0,0,0,0,0,3,0,34,17:08
761,Radek Martinek,35,CBJ,D,7,1,0,1,1,-3,0,1,0,0,0,10,10,136,19:26
762,Brad Mills,28,NJD,C,27,0,1,1,0,-10,32,0,0,0,0,18,0,194,7:11
763,Riley Nash,22,CAR,C,5,0,1,1,0,1,2,0,0,0,0,2,0,53,10:34
764,Nino Niederreiter,19,NYI,RW,55,1,0,1,1,-29,12,1,0,0,0,74,1.4,556,10:07
765,Ryan O'Marra,24,TOT,C,9,0,1,1,0,-1,4,0,0,0,0,7,0,84,9:17
766,Dylan Olsen,21,CHI,D,28,0,1,1,0,-5,6,0,0,0,0,16,0,365,13:02
767,Colton Orr,29,TOR,RW,5,1,0,1,1,1,5,1,0,0,0,3,33.3,22,4:29
768,Jarod Palmer,25,MIN,RW,6,1,0,1,1,-2,4,1,0,0,0,14,7.1,80,13:20
769,Alex Plante,22,EDM,D,3,0,1,1,0,0,2,0,0,0,0,0,,32,10:39
770,Mark Scheifele,18,WPG,C,7,1,0,1,1,0,0,0,1,0,0,5,20,77,10:57
771,John Scott,29,TOT,D,35,0,1,1,0,-1,53,0,0,0,0,9,0,235,6:42
772,Tom Sestito,24,PHI,LW,14,0,1,1,0,-3,83,0,0,0,0,4,0,97,6:54
773,Jody Shelley,35,PHI,LW,30,0,1,1,0,-6,64,0,0,0,0,19,0,170,5:39
774,Carl Sneep,24,PIT,D,1,0,1,1,0,1,0,0,0,0,0,0,,16,16:19
775,Brad Staubitz,27,TOT,RW,62,1,0,1,1,-5,121,1,0,0,0,27,3.7,404,6:31
776,Brian Strait,24,PIT,D,9,0,1,1,0,-2,4,0,0,0,0,4,0,116,12:53
